ID_Accidente,Fecha,Hora,Ubicacion,Operador,Número_Vuelo,Ruta,Tipo_Aeronave,Matricula,Número_Construccion,Total_Pasajeros,Pasajeros_A Bordo,Tripulacion_A Bordo,Total_Fallecidos,Fallecidos_Pasajeros,Fallecidos_Tripulacion,Fallecidos_En_Tierra,Resumen,Año
724,1944-06-08,?,"Kunming, China",China National Aviation Corporation,?,Dijan - Kunming,Douglas C-47,85,?,6.0,0.0,6.0,6.0,0.0,6.0,0.0,"The plane discintigrated in mid-aid. The jack pad had been removed from the right wing root. This left 4 large holes directly under the fuel tanks and directly in line with the exhaust. When the throttles were cut to descend, the flame only went as far back as the holes. There the flames went up around the fuel tank, igniting the fumes and blew the wing off.",1944
1170,1950-04-15,1700,"Santa Ana, Colombia",Lineas Aéreas Nacionales,?,Medellín - Barranquilla,Douglas C-47 (DC-3),HK-309,?,4.0,0.0,2.0,2.0,0.0,2.0,0.0,The airplane hit the slope of a mountain and crashed 20 km northeast of Santa Bárbara de Pinto.,1950
4833,2012-03-16,1045,"Kabul, Afghanistan",Military - Turkish Army (NATO),?,?,Sikorsky S-70A-28,10981,?,12.0,,,12.0,,,4.0,The helicopter crashed on the outskirts of Kabul in the Bagrami District. It appeared the plane was trying to make an emergency landing when it crashed into houses killing four people on the ground.,2012
994,1947-11-11,?,"Gallup, New Mexico",American Airlines,10,San Francisco - Chicago - New York,Douglas DC-6,NC90741,43046/92,25.0,21.0,4.0,0.0,,,0.0,"The aircraft was on a flight from San Francisco to Chicago when fire was reported on board. The aircraft crashed landed but there were no fatalities. An almost identical accident with the same cause occurred on 10/24/47. The flight crew transferred fuel either intentionally or inadvertently from the No. 4 alternate tanks to the No. 3 alternate tanks and failed to stop the transfer process in time to avoid overflowing the No. 3 alternate tank. Gasoline flowed through the No. 3 alternate vent line, out the vent, and was carried back by the slipstream, entering the cabin heater combustion air intake scoop. When the cabin heater came on, an explosion and fire  occurred. Caused by a design flaw in the aircraft design which allowed vented fuel to be suck into the fresh air inlet.",1947
3208,1982-12-07,1907,"Near Pueblo, Colorado",Pioneer Airlines,?,"Sante Fe, NM - Pueblo, CO",Swearingen SA.227AC Metro III,N30093,AC-449,2.0,0.0,2.0,2.0,0.0,2.0,0.0,The cargo plane flew into a hill while descending to land. The pilot may have had a physical imparement.,1982
3518,1988-10-07,1321,"Linfen, China",Shanxi Airlines,?,Sightseeing,Ilyushin IL-14P,B-4218,6341406,48.0,44.0,4.0,44.0,40.0,4.0,2.0,The sightseeing  plane crashed into a hotel shortly after takeoff. The left engine had failed following a fatigue fracture in the engine's oil pump drive shaft.,1988
8,1916-07-28,?,"Near Jambol, Bulgeria",Military - German Army,?,?,Schutte-Lanz S-L-10 (airship),?,?,20.0,,,20.0,,,0.0,"Crashed near the Black Sea, cause unknown.",1916
2907,1977-04-19,?,"Tapa AFB, Estonia",Military - Soviet Air Force,?,Parnu - Tapa,Antonov An-24,?,?,21.0,15.0,6.0,21.0,15.0,6.0,0.0,Crashed into a building while attempting to land in snow and poor visibility.,1977
1897,1961-06-17,2223,"Near Kano, Nigeria",Continentale Deutsche Luftreederei,?,Tripoli - Kano,Douglas C-54B-1-DC,D-ABEB,10530,7.0,5.0,2.0,1.0,1.0,0.0,0.0,"Error in judgement on the part of the captain, who, after sighting the runway lights, concentrated on keeping them in sight and failed to make adequate reference to his flight instruments. As a result, he allowed the aircraft to descend below the obstacle clearance limit of 360ft.  In the darkness, with no ground reference, the runway lights gave him insufficient guidance as to his height and angle of approach and he was unaware that the aircraft had descended to ground level. The fatigue of the captain and the failure to illuminate the aircraft's landing lights were conributing factors.",1961
2103,1964-05-11,1920,"Papanga, Philippines",Military - U.S. Air Force,?,Travis - Hickam - Clark,Boeing C-135B,62-0332,18239,84.0,74.0,10.0,79.0,74.0,5.0,1.0,"While attempting to land at Clark Air Force Base, the aircraft contacted the perimeter fence, 3,500 ft. from the threshold of the runway, causing the plane to clip the tower and crash 300 ft. left of the runway center line. The aircraft also struck a taxi killing the driver. Wrong approach configuration on part of the flying crew who decided to continue the approach despite he was instructed by ATC to abandon the approach and to go around",1964
144,1928-01-27,?,"Almeria, Spain",Aeropostale,?,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFHN,162,1.0,0.0,1.0,1.0,0.0,1.0,0.0,After experiencing turbulence the pilot's seat belt broke and ejecting the pilot.,1928
811,1945-10-05,1250,"Elvetham, England",Military -Royal Air Force,?,England - Prague,Consolidated LB-40-A Liberator,?,?,23.0,18.0,5.0,23.0,18.0,5.0,0.0,Cashed and burned shortly after takeoff after experiencing an engine fire in the No. 2 engine.,1945
2741,1974-04-04,0235,"Francistown, Botswana",Wenela Air Services,?,Francistown - Malawi,Douglas DC-4,A2-ZER,27242,84.0,80.0,4.0,78.0,75.0,3.0,0.0,The aircraft crashed into trees and burst into flames after the engines overheated resulting in loss of power. The plane was carrying gold miners. Fuel contamination. Jet A fuel contaminated the aviation gasoline.,1974
296,1932-10-29,?,"Ramsgate, England",Deutsche Lufthansa,?,London - Cologne - Berlin,Junkers W-33,D-2017,?,2.0,0.0,2.0,2.0,0.0,2.0,0.0,The mail plane ditched into the English Channel after encountering 60 mile-an-hour gale force winds.,1932
4767,2010-05-22,0610,"Mangalore, India",Air India Express,812,"Dubai, UAE - Mangalore, India",Boeing 737-8HG,VT-AXV,36333/2481,166.0,160.0,6.0,159.0,153.0,6.0,0.0,"While attempting to land at Mangalore Airport, the plane overran the runway, slid down a ravine into a wooded valley, and burst into flames. Despite being warned by the aircraft computers to ""pull up, the captain did not heed the warning. He also ignored the co-pilot telling him to go-around,",2010
1144,1949-11-29,05:49,"Dallas, Texas",American Airlines,157,New York City - Mexico City,Douglas DC-6,N90728,42895/58,46.0,41.0,5.0,28.0,26.0,2.0,0.0,"During a pull-up for a go-around, after attemping a landing approach with the No. 1 engine feathered,  the No. 4 engine lost power then came on with a surge. The flight engineer feathered the No. 4 engine without instructions from the captain. The aircraft stalled, then collided with wires and a building.  Crew's improper handling of the aircraft after an engine failed.",1949
151,1928-05-26,?,"Radevormwald, Germany",Deutsche Lufthansa,?,Essen - Dortmund - Frankfurt,Junkers F-13,D-583,742,5.0,4.0,1.0,3.0,2.0,1.0,0.0,"After taking off and encountering fog, the pilot decided to  to make a precautionary landing in a field but t hit a cow, crashed and burned. Pilot error.",1928
4527,2004-11-28,0955,"Montrose, Colorado",Glow Air/Air Castle - Charter,73,"Montrose, CO - South Bend, IN",Canadair CL-601-2A12 Challenger,N873G,3009,6.0,3.0,3.0,3.0,1.0,2.0,0.0,"While attempting to take off from R31, the aircraft skidded sideways off the runway and went through a perimeter fence, ripping the cockpit from the fuselage and bursting into flames. There was light snow falling with fog and reduced visibility at the time of the accident.  Also, the pilot chose to take off from a 7,500 ft. runway rather than wait for the 10,000 ft. runway to be plowed. The youngest son of NBC sports chairman Dick Ebersol and actress Susan Saint James killed. St. James had just exited the accident vehicle before it took off. The flightcrew's failure to ensure that the airplane's wings were free of ice or snow contamination that accumulated while the airplane was on the ground, which resulted in an attempted takeoff with upper wing contamination that induced the a subsequent stall and collision with the ground. A factor contributing to the accident was the pilots' lack of experience flying during winter weather conditions.",2004
2186,1965-10-18,1630,"Near Hanoi, Vietnam",International Control Commision,?,Vientiane - Hanoi,Boeing 307 Stratoliner B-1,F-BELV,1996,13.0,9.0,4.0,13.0,9.0,4.0,0.0,Shot down by Communist ground fire.,1965
4590,2006-05-23,1822,Off São Tomé Island,Air São Tomé,?,Training,de Havilland Canada DHC-6 Twin Otter 300,S9-BAL,648,4.0,2.0,2.0,4.0,2.0,2.0,0.0,The aircraft disappeared from radar screens while on approach to São Tomé Island. The aircraft crashed in sea a  few km off shore.,2006
1966,1962-06-22,0401,"Basse-Terre, Guadaloupe, West Indies",Air France,117,Paris - Pointe-a Pitre - Santaigo,Boeing B-707-328,F-BHST,18247/274,112.0,102.0,10.0,112.0,102.0,10.0,0.0,"The aircraft crashed into a 1,400 ft. hill while on approach, 15 miles from the runway threshold. Nonfunctioning VOR station. Insufficient meteorological information given to the flight crew. Malfunctioning automatic direction finder due to the effects of poor atmospheric conditions. The aircraft was named ""Chateau de Chantilly.""",1962
1448,1954-02-25,1100,"New Delhi, India",Indian Airlines,?,Test flight,Douglas DC-3,VT-ATU,20358,3.0,0.0,3.0,3.0,0.0,3.0,0.0,The test flight crashed after attempting to determine the cause of a crash at Nagpur on 12/12/1953.,1954
4841,2012-06-06,?,"Hualla Hualla, Mount Mamarosa, Peru",HeliCusco,?,Mazuco - Cusco,Sikorsly S-58ET,OB-1840-P,581672,14.0,12.0,2.0,14.0,12.0,2.0,0.0,"The helicopter was flying back to Cusco after conducting aerial surveillance on a possible site for a hydroelectric project near Puno, in southern Peru when it hit the side of a cliff.",2012
4404,2002-08-07,2200,"Caguas, Puerto Rico",Military - U.S. Air Force,-,Roosevelt Roads NS - Borinquen NGB,Lockheed MC-130H Hercules,90-0161,5265,10.0,3.0,7.0,10.0,3.0,7.0,0.0,"The military plane crashed into a mountain top, approximately 10 miles south of San Juan, Puerto Rico, in rough terrain, while performing low-level training exercises. Witnesses reported the aircraft was flying low and hit some trees before crashing into a ravine, bursting into flames and disintegrating. There was rain and fog at the time of the accident.",2002
1391,1953-04-20,2308,"San Francisco Bay, California",Western Airlines,636,Los Angeles - San Francisco - Oakland,Douglas DC-6B,N91303,43823,10.0,5.0,5.0,8.0,4.0,4.0,0.0,The aircraft descended below minimum altitude and crashed into the sea. The pilot's action in continuing a descent below the 500 ft. prescribed minimum altitude until the aircraft struck the water. A probable contributing factor to the aircraft striking the water was the sensory illusion experienced by the pilots.,1953
4780,2010-08-25,1300,"Bandundu, Congo Democratic Republic",Filair,?,Kinshasa - Bandundu,Let 410UVP-E,9Q-CCN,912608,20.0,17.0,3.0,19.0,16.0,3.0,0.0,"The plane crashed 2km from the airstirp and impacted a house as it attempted to land following a go-around. A passenger brought aboard a crocodile hidden in a sports bag. The crocodile escaped, causing a panic among passengers who all rushed to one end of the plane. This caused an imbalance in the aircraft which led to loss of control and a crash.",2010
3631,1990-02-17,1930,"Near Ngwerere, Zambia",Military - Zambian Air Force,?,M'bala - Likouala,DHC-5 Buffalo,AF316,66,29.0,24.0,5.0,29.0,24.0,5.0,0.0,Suddenly dove into a field as it prepared to land at Likouala.,1990
1405,1953-06-18,1634,"Tachikawa AFB, Tokyo, Japan",Military - U.S. Air Force,?,Tachikawa AB - Kimpo AB,Douglas C-124A Globemaster II,51-137A,43471,129.0,122.0,7.0,129.0,122.0,7.0,0.0,Crashed shortly after taking off from Tachikawa Air Base. Engine failure during takeoff. A premature application of full flaps during the three engine approach resultied in loss of air speed and aircraft control. The plane crashed into a field of watermelons. First aviation disaster to claim more than 100 lives.,1953
1972,1962-07-15,?,"Near Lahore, Pakistan",Indian Airlines,?,"Kabul  - Amritsar, India",Douglas C-47A,VT-AUS,20289,3.0,0.0,3.0,1.0,0.0,1.0,0.0,A vulture crashed through the cockpit window and killed the copilot.,1962
4886,2014-03-08,0241,South Indian Ocean,Malaysia Airlines,370,Kuala Lumpur - Beijing,Boeing 777-200,9M-MRO,28420/404,239.0,227.0,12.0,239.0,227.0,12.0,0.0,Radar contact was lost with the aircraft 2 hours into the flight at 0240. All indications are that the aircraft changed direction from its flight path and crashed in a remote part of the Indian Ocean southwest of Perth Australia. It is assumed all 227 passengers and crew of 12 perished. The cause remains unknown.,2014
4614,2006-12-10,0200,"Cajon Pass, California",Air ambulance - Mercy Air Services,?,Loma Linda - Victorville,Bell 412,N410MA,33125,3.0,0.0,3.0,3.0,0.0,3.0,0.0,"The air ambulance crashed on a repositioning flight from Loma Linda Medical Center to its home base in Victorville. The pilot and two crew members were killed. No patients were aboard. The pilot's inadvertent encounter with instrument meteorological conditions and subsequent failure to maintain terrain clearance. Contributing to the accident were the dark night conditions, fog, and mountainous terrain.",2006
1437,1954-01-05,?,"Lapseki, Turkey",Devlet Hava Yollari,?,Istanbull - Bandirma - Canakkal7,Douglas DC-3,TC-BAG,19616,10.0,5.0,5.0,4.0,2.0,2.0,0.0,Flew into a mountain near Lapseki.,1954
2405,1969-04-24,?,"Near Takoradi, Ghana",Ghana Airways,?,?,Douglas DC-3,9G-AAF,9407,33.0,30.0,3.0,1.0,1.0,0.0,0.0,The aircraft struck high ground after engine problems required  a forced landing.,1969
4257,2000-03-09,0840,"Moscow, Russia",Vologodskiye Airlines,?,Moscow - Kiev,Yakovlev YAK-40,RA-88170,9620847,9.0,4.0,5.0,9.0,4.0,5.0,0.0,"The aircraft climbed to an altitude of about 100 ft., stalled, lost control and crashed. Ice build up on the wings. Flaps incorrectly set.",2000
2319,1968-01-08,1700,"Near Quang Tri, South Vietnam",Military - U.S. Marine Corps,?,?,Sikorsky CH-53A (helicopter),153710,?,42.0,37.0,5.0,42.0,37.0,5.0,0.0,Crashed into a mountain south of Dong Ha airfield.,1968
3784,1992-08-27,2244,"Near Ivanovo, Russia",Aeroflot,2808,Donetsk - Ivanovo,Tupolev TU-134A,CCCP-65058,49868/3910,84.0,77.0,7.0,84.0,77.0,7.0,0.0,The aircraft crashed 1.5 miles from the airport during approach. Poor landing coordination by the flight crew.,1992
100,1925-07-20,?,"Rosas, Spain",Lignes Aeriennes Latecoere,?,Toulouse - Barcelona,Breguet 14,F-AFBI,209,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed in unknown circumstance.,1925
2817,1975-09-11,1020,"Near Bahar Dar, Ethiopia",Ethiopian Airlines,?,Bahar Dar - Debra Marcos,Douglas C-47-DL,ET-ABX,4292,9.0,6.0,3.0,1.0,1.0,0.0,0.0,"The plane was flying at FL 115 under VFR in scattered clouds. When breaking through a cloud bank a mountain was seen up ahead. A steep climbing turn was initiated, but the tail struck trees, control was lost and the aircraft crashed inverted.",1975
3414,1986-12-25,1230,"Arar, Saudi Arabia",Iraqi Airways,?,Baghdad - Amman,Boeing B-737-270C,YI-AGJ,21183,106.0,91.0,15.0,63.0,60.0,3.0,0.0,"Hijacking.  While on a flight from Baghdad to Amman, hijackers exploded a hand grenade in the passenger cabin. While making an emergency descent a second hand grenade exploded in the cockpit causing the plane to lose control crash, break in two and catch fire.",1986
2899,1977-03-01,?,"Off Aden, Yemen",Alyemda,?,Aden - Al Kari,Douglas DC-3,7O-ABF,13475,21.0,17.0,3.0,19.0,16.0,3.0,0.0,Crashed into the ocean. Engine failure.,1977
4050,1996-10-08,1050,"San Francesco al Campo, Italy",Aeroflot,9981,"Moscow - Turin, Italy",Antonov An-124,RA-82069,9773053359122,23.0,0.0,23.0,2.0,0.0,2.0,2.0,"The cargo plane struck trees and a house while making a second attempt to land. Poor communication and lack of training for the crew. Poor planning approach, the decision to leave late in the second round. Structural deficiencies in engine control.",1996
2609,1972-05-29,?,"Cruzeiro do Sul Acre, Brazil",Amazonese Importacao e Exportacao,?,Cruzeiro do Sul - Rio Branco,Lockheed 049 Constellation,PP-PDG,2037,18.0,15.0,3.0,9.0,6.0,3.0,0.0,"The cargo plane cashed into trees shortly after taking off after two engines failed. Refueling directly from the trucks, without allowing sufficient time for the fuel to settle.",1972
1210,1950-11-07,0815,"Near Butte, Montana",Northwest Orient Airlines,115,Helena - Butte,Martin 202,N93040,9161,21.0,17.0,4.0,21.0,17.0,4.0,0.0,"The flight originated at Chicago for Seattle via intermediate stops at Minneapolis, Billings, Great Falls and Helena. The aircraft left Helena at 0753 from runway 29. The aircraft's flight plan was to fly to 10,500 ft. via Amber Airway No .2 to Whitehall Station and to Butte via Red Airway No. 2. At 0801 the flight reported it reached cruising altitude and was headed toward Whitehall Range Station. This message was acknowledged. The next message from the flight was at 08:14 stating that it was over Whitehall Range Station and starting descent. Butte acknowledged this message and  gave the flight the altimeter setting of 29.97, advised that the wind was south, calm, and the ceiling was lower to the east and north and better to the south and southwest. The flight replied that it had vertical visibility at 10,500 feet. This was the last radio contact with the flight. At approximately 0815 the aircraft had struck the eastern slope of a ridge about 30 feet below its crest, at an altitude of about 8,250 feet MSL. The site of impact was approximately 2 1/2 miles east of the control tower at the Butte Airport, and about 1-1/2 miles to the right of the center of the on course signal from Whitehall to Butte. Captain's failure to follow prescribed approach procedures.",1950
4749,2009-11-01,2119,"Off Mongokhto, Russia",Military - Russian Navy,?,Ferrying,Tupolev Tu-142M3,RF-76801,93495866/7207,11.0,0.0,11.0,11.0,0.0,11.0,0.0,Crashed 20 miles offshore in the Tartar Strait while on approach.,2009
3248,1983-09-28,?,"Off Lanyu Island, Taiwan",Taiwan Airlines,?,Taitung-Lanyu Island,Britten-Norman BN-2A-26 Trislander,B-11109,0518,10.0,9.0,1.0,10.0,9.0,1.0,0.0,Crashed into the sea.,1983
2389,1969-01-18,1821,"Off Los Angeles, California",United Air Lines,266,Los Angeles - Denver - Milwaukee,Boeing B-727-22QC,N7434U,19891/631,38.0,32.0,6.0,38.0,32.0,6.0,0.0,"The aircraft crashed into Santa Monica Bay shortly after a night takeoff in poor weather and visibility. The aircraft was dispatched with the No. 3 generator inoperative. While this was allowed, United was required to repair the generator at the first airport where there were repair facilities. The aircraft flew for a total of 41 hours with the inoperative generator passing through airports that had the facilities to repair the generator. Soon after taking off, the crew reported a fire warning in the No. 1 engine and shut it down as required. For reasons that could not be determined, shutting down the No. 1 engine and it’s generator tripped the No.2 generator resulting in the loss of all electrical power in the aircraft. Following loss of all electrical power, the battery standby electrical system either was not activated or failed to function. Electrical power at a voltage level of approximately 50 volts was restored approximately a minute and a half after loss of the No. 2 generator. The duration of this power restoration was just 9 to 15 seconds. Regardless, the pilots did not have functioning attitude indicators from the time the No. 2 generator tripped. In the dark, with no outside or inside reference to guide them, the pilots became spatially disoriented and the plane eventually went into a dive and crashed into the Pacific Ocean 11.3 miles west of the airport and sank in 950 ft. of water. The accident was caused by the loss of attitude orientation during a night, instrument departure in which all attitude instruments were disabled by loss of electrical power. The investigation was not able to determine (a) why all generator power was lost or (b) why the standby electrical power system either was not activated or failed to function."" One unproven scenario that is not contradicted by available evidence was the inadvertent placement of the battery switch to the ""OFF"" position by the flight engineer during attempts to remove galley loads from the generator buses. The galley switches were similar in shape and size, and were located on the flight engineer's upper panel in close proximity to the battery switch. Following the accident, the flight engineer’s panel was redesigned to place a guard over the battery switch.",1969
1765,1959-05-12,1613,"Chase, Maryland",Capital Airlines,75,New York City - Atlanta,Vickers Viscount 745D,N7463,287,31.0,27.0,4.0,31.0,27.0,4.0,0.0,"Disintegrated in-flight due to severe turbulence after penetrating a thunderstorm. Icing. A farmhand observed a large chuck of ice fall from the plane seconds before the crash. A second plane crash involving Capital Airlines occurred at Charleston, WV on this same day.",1959
2694,1973-07-23,1643,"St. Louis, Missouri",Ozark Air Lines,809,"Marion, IL - St. Louis",Fairchild-Hiller FH-227B,N4215,513,44.0,41.0,3.0,38.0,37.0,1.0,0.0,"The aircraft crashed after attempting to land in thunderstorms with heavy rain and high winds. After passing the outer marker, the aircraft descended below the glide slope, entered an area of heavy rain, was struck by lightning and crashed into the ground short of the runway. The aircraft's encounter with a downdraft following the captain's decision to initiate and continue an instrument approach into a thunderstorm. Lack of a timely issuance of a severe weather warning by the National Weather Service.",1973
555,1939-03-26,1448,"Oklahoma City, Oklahoma",Braniff Airlines,1,Chicago - Kansas City - Wichita - Oklahoma City - Dallas,Douglas DC-2-112,NC13727,1253,12.0,9.0,3.0,8.0,7.0,1.0,0.0,"An explosion in an engine, just after takeoff blew the two halves of the cowl open creating excessive drag and causing the left wing to drop. The captain tried to circle back, but the wing impacted an embankment along a section line road and crashed about 100 yards inside the boundary. Either the hot metal of the engines or some other source ignited the fuel spilling out of the ruptured tank and the cabin was quickly engulfed in flames. The initial cause of the explosion was a cylinder blow out which was a problem with that particular engine and had caused problems in two other aircraft, a TWA and United DC-2, both of which landed safely.",1939
4595,2006-07-09,0744,"Irkutsk, Russia",Sibir (S7),S7-778,Moscow - Irkutsk,Airbus A-310-324ET,F-OGYP,442,203.0,195.0,8.0,125.0,120.0,5.0,0.0,"The plane was landing at Irkutsk International Airport in rain and low visibility when it veered off and overran the runway, struck a building and burst into flames. It was reported the plane was traveling at a high rate of speed when it landed. Crew error. The mistaken and uncontrolled actions by the crew at the stage of slowing down after landing. The unintentional and uncontrolled movement in one of the engines, which was not detected by the crew in time.",2006
4060,1996-11-22,1930,"Off Cape Mendocino, CA",Military - U.S. Air Force,?,"San Diego, CA - Portland, OR",Lockheed HC-130P Hercules,64-14856,4072,11.0,0.0,11.0,10.0,0.0,10.0,0.0,"Crashed 60 miles west of Cape Mendocino in the Pacific Ocean. The crew reported losing an engine, followed by complete electrical failure.",1996
248,1931-04-14,?,"Near Letschen, Germany",Deutsche Lufthansa,?,?,Messerschmitt M-20,D-1928,442,10.0,7.0,3.0,2.0,0.0,2.0,0.0,Fuselage failure. Four were seriously injured and both the pilot and radio operator were killed.,1931
676,1943-04-04,0140,North Sea,British Overseas Airways,?,"Stockholm, Sweden - RAF Leuchars, Scotland",Lockheed C-56B Lodestar,G-AGEJ,2085,7.0,4.0,3.0,7.0,4.0,3.0,0.0,"Shot down  by German fighters, 30 miles from Skagen, Denmark",1943
1618,1957-03-14,1346,"Manchester, England",British European Airways,411,Amsterdam - Manchester,Vickers Viscount 701,G-ALWE,004,20.0,15.0,5.0,20.0,15.0,5.0,2.0,"The plane suddenly veered and banked to the right while making an approach to land. The plane crashed into houses. Fracture of a 9/16"" bolt on the starboard flap due to fatigue led to loss of control of the aircraft.",1957
2627,1972-08-12,0400,"Near Soc Trang, South Vietnam",Military - U.S. Air Force,?,?,Lockheed C-130E,62-1853,3817,44.0,36.0,8.0,30.0,23.0,7.0,0.0,The aircraft was hit by small arms fire shortly after taking off from Soc Trang Air Base.,1972
1840,1960-07-14,0430,"Off Manila, Philippines",Northwest Orient Airlines,1-11,Okinawa - Manila,Douglas DC-7C,N292,45462/925,58.0,51.0,7.0,1.0,1.0,0.0,0.0,"After a loss of power in the No. 2 engine the crew was unable to feather the prop. An emergency descent was made and the plane ditched into the ocean. Upon contact with the water, the aft end of the fuselage broke free at the rear of the pressure bulkhead, the right wing  tore free and the engines separated. The wing floated for 3hrs, serving as a life raft for  passengers. The remainder of the fuselage, sank some 10 minutes after impact.  Passengers were rescued 6 hours after the accident. Failure of No. 2  engine, resulting in oil contamination, loss of oil supply, subsequent loss of the No. 2 propeller assembly and fire-in-flight, which necessitated a ditching.",1960
4861,2013-03-04,1755,"Goma, Congo",Compagnie Africaine d' Aviation (CAA),?,Lodja - Goma,Fokker 50,9Q-CBD,20270,10.0,4.0,6.0,7.0,1.0,6.0,0.0,The aircraft crashed short of the runway while attempting to land in heavy rain at Goma Airport crashing into the back yards of several houses in the Lake Kivu area.,2013
3308,1984-12-23,1415,"Near Kranoyarsk, Russia",Aeroflot,3519,Krasnoyarsk - Irkutsk,Tupolev TU-154B-2,CCCP-85338,338,111.0,104.0,7.0,110.0,103.0,7.0,0.0,The aircraft crashed while attempting an emergency landing after the No. 3 engine caught fire. Failure of a  compressor.,1984
653,1942-10-01,0930,"Near Coamo, Puerto Rico",Military - U.S. Army Air Forces,?,Juana Díaz-Losey Field - San Juan,Douglas C-39-DO  (DC-2),38-524,2081,22.0,17.0,5.0,22.0,17.0,5.0,0.0,The aircraft made a wide descending turn with engines running roughly and crashed into a hill in poor visibility.,1942
4800,2011-03-21,1530,"Pointe-Noire, Congo",Trans Air Cargo,?,Brazzaville - Pointe Noire,Antonov 12BP,TN-AGK,402006,9.0,5.0,4.0,9.0,5.0,4.0,14.0,The cargo plane was approaching Runway 17 at Pointe-Noire Airport when it crashed in the Mvou Mvou residential area and was destroyed.,2011
3528,1988-12-07,1933,"Kodinsk, Russia",Aeroflot,?,Krasnoyarsk - Kodinsk,Let 410UVP,CCCP-67127,790323,14.0,12.0,2.0,6.0,4.0,2.0,0.0,The aircraft struck the ground while the crew was in the base leg turn. Crew procedural errors. The radio altimeter warning was not set and the outer marker was not used during the approach.,1988
1483,1954-09-27,0057,"Novosibirsk, Russia",Aeroflot,10,Krasnoyarsk - Novosibirsk,Ilyushin IL-12,CCCP-L1365,30 086,29.0,24.0,5.0,29.0,24.0,5.0,0.0,"Crashed in fog while attempting to land. Crew error, landing in conditions below minimums.",1954
4012,1996-02-26,1900,"Near Jabal Awliya, Sudan",Military - Sudanese Air Force,?,El Obeid - Khartoum,Lockheed C-130H,?,?,91.0,85.0,6.0,91.0,85.0,6.0,0.0,Crashed SW of Khartoum while attempting an emergency landing after reporting an in-flight out of control fire.,1996
1499,1955-01-12,0905,"Greater Cincinnati Airport, Covington, Kentucky",Trans World Airlines / Castleton Inc.,?,Cincinnati - Cleveland,Martin 202A / DC-3,N93211/N999B,14081 / 4255,15.0,10.0,5.0,15.0,10.0,5.0,0.0,"Midair collision at 700-900 feet. The DC-3 entered the airport's control space without clearance or communication with the tower. Thirteen killed on the Martin, two crew on the DC-3.",1955
3006,1979-01-27,1726,"Rodez, France",Air Rouergue,?,?,Fokker F-27 Friendship 500,F-BYAH,10570,6.0,4.0,2.0,5.0,3.0,2.0,0.0,Struck a mountain. Failure of the crew to level off at the prescribed altitude either due to inadequate monitoring or an altimeter setting error by confusion between QNH and QFE.,1979
1553,1955-12-21,0343,"Jacksonville, Florida",Eastern Air Lines,642,Miami - Jacksonville - Boston,Lockheed 749C-79-12 Constellation,N112A,2533,17.0,12.0,5.0,17.0,12.0,5.0,0.0,The plane crashed while on approach and during an attempted go-around.  The crew allowed the aircraft to deviate to the left of course and descent below the glide path for reasons unknown.  The crew encountered local fog and restricted visibility during the final approach of an ILS approach and missed approach procedure came too late to prevent the aircraft from descending into the ground.,1955
1181,1950-06-14,0153,Bahrain,Air France,?,Saigon - Karachi - Bahrain - Paris,Douglas DC-4,F-BBDM,42990,53.0,45.0,8.0,40.0,37.0,3.0,0.0,"On final approach at night, the aircraft hit the water surface and crashed into the Persian Gulf, few hundred yards short of the runway 29 threshold.",1950
3210,1982-12-09,1430,"Near San Andres de Bocay, Nicaragua",Military - Nicaraguan Air Force,?,?,Mil Mi-8 (helicopter),265,?,88.0,84.0,4.0,84.0,84.0,0.0,0.0,The helicopter was shot down by Sandinistan rebels.,1982
4849,2012-10-07,1616,Antigua,Fly Montserrat,107,Antigua - Montserrat,Britten-Norman BN-2A-26 Islander,VP-MO,082,4.0,3.0,1.0,3.0,2.0,1.0,0.0,"The small airliner took off from Runway 7 at V.C. Bird International Airport, lost height immediately after becoming airborne and crashed to the ground, nose first. There was heavy rains and lightning at the time of the accident.",2012
589,1940-08-31,1441,"Near Lovettsville, Virginia",Pennsylvania Central Airlines,19,Washington D.C. - Detroit,Douglas DC-3,NC21789,2188,25.0,21.0,4.0,25.0,21.0,4.0,0.0,"The aircraft was flying through a thunderstorm in turbulence when the it nosed over and plunged to earth near Short Hill Mountain.  Disabling of the pilots by a severe lightning discharge in the immediate neighborhood of the airplane, with resulting loss of control. With limited accident investigation tools at the time, the most likely cause was the plane flying into windshear.  U.S. Senator Ernest Lundeen from Minnesota killed.",1940
3931,1994-11-16,0240,"Avenal, California",Ameriflight,?,Burbank - Oakland,Beechcraft C99,N63995,U-178,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"While en route, the cargo plane made an uncontrolled descent and crashed. Loss of aircraft control at night by the pilot for unknown reasons.",1994
33,1920-03-10,?,"New Paris, Indiana",US Aerial Mail Service,?,?,De Havilland DH-4,65,?,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"While on a a mail flight, the aircraft hit trees in fog and crashed in a wooded area.",1920
